frame_nmr,car_id,car_bbox,car_class,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1124,815,2109.167236328125 1196.12353515625 2876.415771484375 1895.9208984375,car,2403.60009765625 1709.9014892578125 2591.68017578125 1761.7415771484375,0.725833535194397,BPEJLYH,0.21781094941533302
1125,815,2109.57568359375 1202.3768310546875 2880.06884765625 1901.2342529296875,car,2405.99658203125 1713.866455078125 2590.346923828125 1771.575439453125,0.808891236782074,BP63LYH,0.5456174362530387
1126,815,2109.641357421875 1205.3162841796875 2881.984619140625 1903.810546875,car,2406.9287109375 1720.59716796875 2592.299072265625 1772.5159912109375,0.7380092144012451,BP6)LYH,0.4053202455977491
1127,815,2109.808837890625 1209.7930908203125 2884.305908203125 1911.031982421875,car,2407.241455078125 1723.8486328125 2596.828857421875 1779.7939453125,0.6584742665290833,BP63LYH,0.9399838792729838
1128,815,2110.573974609375 1214.37744140625 2888.908203125 1918.104248046875,car,2409.20703125 1730.32470703125 2596.74951171875 1788.470947265625,0.7919198870658875,BP63LYH,0.6725459265642761
1129,815,2111.39404296875 1216.4219970703125 2889.762451171875 1924.0428466796875,car,2409.814697265625 1732.09619140625 2593.703125 1791.77685546875,0.8363285064697266,BP63LYH,0.6773508376839071
1130,815,2113.130859375 1219.5908203125 2892.961181640625 1931.983154296875,car,2409.378662109375 1740.5712890625 2593.965087890625 1796.6953125,0.8184288144111633,BP63LYH,0.22443043327507045
1131,815,2113.80419921875 1224.18505859375 2894.330078125 1938.8504638671875,car,2413.248046875 1744.4227294921875 2595.718505859375 1802.6949462890625,0.8189457058906555,BP6JLY,0.5872105314279589
1132,815,2114.111572265625 1227.232177734375 2896.3896484375 1942.0347900390625,car,2416.5126953125 1746.5899658203125 2597.796630859375 1809.1724853515625,0.8277856707572937,BPEJLYH,0.7980257111764029
1133,815,2115.02099609375 1232.8004150390625 2900.244140625 1950.6513671875,car,2421.567626953125 1757.9637451171875 2606.01123046875 1814.0452880859375,0.8291552662849426,DF63LTH,0.08956158606390628
1134,815,2115.840087890625 1236.2760009765625 2903.3720703125 1956.6451416015625,car,2420.034912109375 1770.0867919921875 2606.267822265625 1822.6761474609375,0.7565794587135315,BPGJLY,0.5295136908811559
1135,815,2116.292236328125 1238.1737060546875 2905.94384765625 1961.082763671875,car,2420.49658203125 1771.3209228515625 2606.470947265625 1828.1942138671875,0.6890080571174622,BPEJLY,0.7051415771683208
1136,815,2117.619384765625 1242.196044921875 2910.271484375 1970.1234130859375,car,2425.552734375 1776.7613525390625 2612.164306640625 1832.8905029296875,0.8100109100341797,BPGJLM),0.22650644530895983
1137,815,2118.878662109375 1248.164794921875 2910.690185546875 1978.257568359375,car,2419.634033203125 1781.0753173828125 2613.919921875 1838.9776611328125,0.8444421291351318,BP6JLY,0.5931209715367056
1138,815,2118.915771484375 1251.9610595703125 2910.772705078125 1983.5640869140625,car,2422.4013671875 1783.6300048828125 2619.4521484375 1843.5615234375,0.8271880149841309,BP63LYH,0.8964984155709725
1139,815,2120.1337890625 1255.9530029296875 2914.815185546875 1991.58251953125,car,2424.930908203125 1791.9647216796875 2623.435546875 1850.1593017578125,0.824881374835968,BP63LYH,0.5427454780423517
1140,815,2121.611083984375 1260.149169921875 2920.218017578125 1997.422607421875,car,2428.486328125 1796.603759765625 2625.284912109375 1857.412353515625,0.8308635950088501,BP63LYH,0.9219452158759058
1141,815,2122.48095703125 1264.666015625 2923.2060546875 2002.25341796875,car,2429.83203125 1802.117919921875 2626.033203125 1859.539794921875,0.832898736000061,BP63LYH,0.4254853913227703
1142,815,2123.41552734375 1270.3448486328125 2928.126953125 2009.8692626953125,car,2434.52880859375 1813.3426513671875 2628.84765625 1867.5982666015625,0.8159515857696533,BP6JLYHA,0.38144248930848507
1143,815,2124.675048828125 1276.7652587890625 2932.44921875 2017.494384765625,car,2437.71240234375 1818.973876953125 2628.966064453125 1873.824951171875,0.7368595600128174,BP6LYH,0.25943851009068863
1144,815,2124.988525390625 1278.561279296875 2934.717041015625 2022.6129150390625,car,2438.354736328125 1821.6474609375 2629.8310546875 1877.4913330078125,0.8001851439476013,BP6JLH,0.3171290580397895
1145,815,2126.515380859375 1284.4715576171875 2937.263427734375 2031.6036376953125,car,2444.48095703125 1829.326904296875 2637.353759765625 1885.06787109375,0.8596352338790894,BP6JLYH},0.5719170732108363
1146,815,2127.25146484375 1289.443359375 2941.007568359375 2038.6917724609375,car,2445.791015625 1834.8306884765625 2636.706298828125 1893.2508544921875,0.8368349671363831,BPEJLYH,0.8035791224388865
1147,815,2127.423095703125 1290.9541015625 2942.04931640625 2043.33935546875,car,2445.061767578125 1838.79833984375 2636.576171875 1896.5234375,0.8307813405990601,BP63LYH,0.31003304536256937
1148,815,2129.488525390625 1295.8258056640625 2947.3291015625 2050.2041015625,car,2450.1328125 1844.2047119140625 2639.271240234375 1905.8453369140625,0.8220037221908569,BPEJLYH,0.6103816473750424
1149,815,2130.734375 1300.2681884765625 2951.0068359375 2058.79150390625,car,2446.875244140625 1850.5147705078125 2647.20068359375 1914.1607666015625,0.8379600048065186,BP63LYH,0.766888702275155
1150,815,2131.759765625 1303.734130859375 2952.359130859375 2064.5712890625,car,2447.4013671875 1859.238037109375 2646.69921875 1918.350341796875,0.8172407746315002,BP63LYH,0.4063952004092907
1151,815,2132.38720703125 1306.540283203125 2956.08935546875 2072.2998046875,car,2449.762451171875 1868.5565185546875 2648.250244140625 1924.4410400390625,0.7288106679916382,BP63LYH,0.5973821821156731
1152,815,2134.819580078125 1312.2515869140625 2960.218017578125 2078.744384765625,car,2453.069091796875 1874.473388671875 2652.0625 1933.332275390625,0.8655462861061096,BPEJLYH,0.7586086936586297
1153,815,2136.95703125 1314.9156494140625 2962.741943359375 2082.6513671875,car,2454.09033203125 1875.9964599609375 2651.02978515625 1936.0616455078125,0.8532512187957764,BP63LYH,0.5435183004901689
1154,815,2139.02001953125 1321.1304931640625 2967.6513671875 2089.744140625,car,2455.534423828125 1881.8345947265625 2656.30224609375 1945.68896484375,0.8198725581169128,BP63LYH,0.7062691090538139
1155,815,2139.302734375 1324.7130126953125 2973.51123046875 2100.317626953125,car,2455.66552734375 1888.7955322265625 2663.63671875 1954.2191162109375,0.8221981525421143,BP63LYH,0.5269794637909851
1156,815,2140.01171875 1326.343994140625 2975.73876953125 2102.579345703125,car,2457.700927734375 1890.4794921875 2663.833740234375 1957.5660400390625,0.8272666335105896,BP63LYH,0.6196157023404826
1157,815,2141.101806640625 1331.791015625 2979.5029296875 2109.889892578125,car,2463.7529296875 1902.522216796875 2671.9365234375 1965.284912109375,0.8244401812553406,BP63LYH,0.9120805774261006
1158,815,2142.54541015625 1339.3115234375 2983.669189453125 2117.21435546875,car,2468.98388671875 1911.85546875 2669.464599609375 1972.065673828125,0.7967138290405273,BP63LYH,0.32383275037319653
1159,815,2142.830810546875 1344.72802734375 2984.057373046875 2119.824951171875,car,2471.618408203125 1917.17431640625 2670.681884765625 1975.335205078125,0.8370047211647034,BP63LYH,0.2880026142856838
1160,815,2143.419677734375 1352.861328125 2989.30517578125 2128.636962890625,car,2466.0703125 1923.382080078125 2676.462890625 1984.328369140625,0.8505533337593079,BP63LMH,0.1963421516865934
1161,815,2144.30908203125 1359.178955078125 2992.923095703125 2135.629150390625,car,2467.289306640625 1928.385498046875 2679.277099609375 1992.57861328125,0.8274838924407959,@P6JLYH},0.1406700849465441
1162,815,2145.947265625 1362.4326171875 2994.74169921875 2135.321044921875,car,2465.333984375 1934.8802490234375 2679.747802734375 1996.8665771484375,0.8228307366371155,DPBJLMH,0.09345216413098853
1163,815,2147.432861328125 1370.777587890625 2999.08203125 2138.4365234375,car,2473.937255859375 1941.533935546875 2682.86572265625 2004.680419921875,0.8305410742759705,BP63LYH,0.17495241149538898
1164,815,2147.65673828125 1375.421142578125 3001.962646484375 2141.45263671875,car,2476.10107421875 1950.0340576171875 2687.878662109375 2013.9605712890625,0.843357264995575,D67L7,0.13262156359123073
1165,815,2149.390625 1377.9173583984375 3004.13330078125 2141.099365234375,car,2479.198486328125 1956.941162109375 2689.504638671875 2018.0478515625,0.8222964406013489,D67L7I,0.02603392993462783
1166,815,2152.615234375 1383.2330322265625 3007.506591796875 2141.866943359375,car,2486.9677734375 1965.396240234375 2691.837890625 2025.8287353515625,0.8496034145355225,DF6JLY,0.20981008930311998
1167,815,2155.808349609375 1387.663330078125 3011.37451171875 2144.045654296875,car,2489.786865234375 1972.915283203125 2694.65478515625 2032.9097900390625,0.8525776863098145,DBLT,0.05761762335896492
1168,815,2156.593505859375 1392.516357421875 3015.691650390625 2143.677734375,car,2492.7783203125 1974.73974609375 2694.903076171875 2036.28662109375,0.8348892331123352,BPEJLYH,0.3596014484072166
1169,815,2157.218505859375 1397.1124267578125 3020.521240234375 2144.5712890625,car,2495.457275390625 1980.8353271484375 2702.20458984375 2044.1524658203125,0.8102220296859741,DFEILY,0.1527069686187439
1170,815,2159.80712890625 1401.8367919921875 3028.5673828125 2146.51318359375,car,2498.138916015625 1989.035888671875 2704.39599609375 2053.893310546875,0.8166370987892151,BPEJLYH,0.26777939323325417
1171,815,2161.00634765625 1402.95263671875 3033.697998046875 2145.374755859375,car,2495.229248046875 1993.1396484375 2705.35546875 2058.3603515625,0.824826717376709,BPEJLFH,0.45426292583860395
1172,815,2162.680908203125 1407.98974609375 3036.2431640625 2145.55078125,car,2497.985107421875 2005.125 2712.173095703125 2068.50439453125,0.8154902458190918,@PEJLYH,0.12030277252267581
1173,815,2164.350830078125 1412.46435546875 3040.04541015625 2144.383544921875,car,2503.650390625 2014.75634765625 2716.27392578125 2075.76708984375,0.8349179029464722,BP6JLYHF,0.323892296739689
1174,815,2165.5146484375 1419.1876220703125 3042.9248046875 2143.6640625,car,2503.63134765625 2018.986083984375 2716.226318359375 2079.768310546875,0.8393409848213196,BPGJLYHT,0.08727712090990522
1175,815,2166.94775390625 1423.4254150390625 3046.645751953125 2145.425048828125,car,2507.406005859375 2026.2847900390625 2718.375732421875 2087.724609375,0.8209986686706543,BP63LYH,0.0961927478167343
1176,815,2169.053466796875 1430.0802001953125 3051.019287109375 2147.20458984375,car,2507.896240234375 2034.5863037109375 2721.056640625 2097.7529296875,0.8056191205978394,BPEJLHI,0.08791070668714777
1177,815,2170.294677734375 1434.427734375 3053.7578125 2146.5322265625,car,2510.725830078125 2037.000732421875 2724.82177734375 2102.71142578125,0.8184283971786499,BPEJLMH,0.1402618749153359
1178,815,2171.322509765625 1439.6796875 3057.28466796875 2147.068359375,car,2516.407470703125 2046.1431884765625 2725.764404296875 2110.5830078125,0.8123489618301392,BP63LYH,0.8510032152487564
1179,815,2173.859619140625 1448.161865234375 3063.157958984375 2149.101318359375,car,2522.46240234375 2057.663818359375 2731.541015625 2118.971923828125,0.8196189403533936,BP6JLYHI,0.35462805477584963
1180,815,2174.498291015625 1450.4931640625 3067.274658203125 2148.51171875,car,2524.916259765625 2064.21337890625 2733.9501953125 2122.779296875,0.8448023200035095,BP63LTH,0.5522989672156992
1181,815,2175.86572265625 1458.7891845703125 3073.91162109375 2149.717041015625,car,2519.58349609375 2070.634521484375 2735.642822265625 2133.646240234375,0.8374935984611511,BP63LFH,0.3365319128601265
1182,815,2177.037109375 1466.7335205078125 3079.432373046875 2150.490234375,car,2523.93115234375 2079.6923828125 2739.407470703125 2143.638671875,0.8318957686424255,DP63LYH,0.4084703329166398
1183,815,2177.956298828125 1471.1943359375 3080.789306640625 2149.80712890625,car,2527.19091796875 2083.978759765625 2743.868408203125 2149.128662109375,0.8342825770378113,BP6JLYH),0.3619881018516831
883,962,1376.580322265625 790.0997314453125 1743.74609375 1012.0944213867188,car,1450.4364013671875 840.8442993164062 1583.381591796875 897.53759765625,0.31364905834198,None,0.0
1216,968,2075.280029296875 1248.9710693359375 2710.630615234375 1725.8984375,car,2333.7578125 1567.6630859375 2475.381103515625 1624.8018798828125,0.34402403235435486,MG65ZFX,0.3466701005669881
1217,968,2074.9600423177085 1251.9075113932292 2709.05224609375 1729.9333089192708,0,2335.420166015625 1573.6024983723958 2476.931884765625 1628.9806722005208,0,0,0
1218,968,2074.6400553385415 1254.8439534505208 2707.473876953125 1733.9681803385417,0,2337.08251953125 1579.5419108072917 2478.482666015625 1633.1594645182292,0,0,0
1219,968,2074.320068359375 1257.7803955078125 2705.8955078125 1738.0030517578125,car,2338.744873046875 1585.4813232421875 2480.033447265625 1637.3382568359375,0.3253328800201416,WG65ZFX,0.5019390061079897
1220,968,2074.770751953125 1262.2672119140625 2705.06298828125 1744.2205810546875,car,2333.73583984375 1593.7508544921875 2483.2216796875 1644.9244384765625,0.26098909974098206,LG65ZFX,0.22566092272878308
1221,968,2076.281982421875 1269.414306640625 2715.645263671875 1749.953369140625,car,2332.100341796875 1594.5142822265625 2487.014892578125 1649.266845703125,0.686991274356842,WC65ZFX,0.5412576350401347
1222,968,2075.61474609375 1271.937744140625 2707.229248046875 1752.681884765625,car,2336.336669921875 1597.5794677734375 2474.443603515625 1649.3792724609375,0.4024249017238617,UG65ZFT,0.04108024581743586
1223,968,2075.1025390625 1276.8782958984375 2708.234375 1758.5408935546875,car,2330.997802734375 1605.6280517578125 2487.383056640625 1652.0167236328125,0.6739763021469116,HGE5ZFX,0.2289657747049292
1224,968,2076.03125 1282.111083984375 2717.81689453125 1764.478271484375,car,2328.8564453125 1607.350341796875 2487.79052734375 1660.84130859375,0.7767862677574158,AG65ZFX,0.2369260981342232
1225,968,2075.27099609375 1285.2486572265625 2714.771240234375 1767.8111572265625,car,2334.7265625 1612.6845703125 2468.677001953125 1652.8271484375,0.30382829904556274,WRECJE,0.10002406749731844
1226,968,2075.445068359375 1287.908935546875 2730.7294921875 1774.51220703125,car,2341.270751953125 1609.4697265625 2492.082275390625 1662.077392578125,0.3052629232406616,MG657FY,0.050258097095625495
1227,968,2075.97021484375 1290.979248046875 2740.558837890625 1781.438720703125,car,2335.1669921875 1619.309326171875 2496.06103515625 1671.613037109375,0.7410596609115601,MG65ZFX,0.6640827343764221
1228,968,2074.6201171875 1289.39208984375 2737.063720703125 1783.11474609375,car,2331.993896484375 1625.25634765625 2471.485107421875 1674.7684326171875,0.4026532769203186,MG6SZF,0.26006231327877466
1229,968,2075.3961181640625 1293.5433349609375 2739.3836669921875 1789.0184326171875,0,2333.5628662109375 1631.3756713867188 2483.328857421875 1681.5297241210938,0,0,0
1230,968,2076.172119140625 1297.694580078125 2741.70361328125 1794.922119140625,car,2335.1318359375 1637.4949951171875 2495.172607421875 1688.291015625,0.5274288654327393,MG65ZFX,0.12503514657502113
1231,968,2075.01513671875 1298.61376953125 2738.95751953125 1798.7884521484375,car,2337.072509765625 1640.55322265625 2492.252197265625 1693.4560546875,0.5457892417907715,G65ZFX,0.19366526429319933
1232,968,2075.094970703125 1302.0010986328125 2743.875244140625 1804.3052978515625,car,2338.323486328125 1646.4027099609375 2494.172119140625 1698.6346435546875,0.7150079011917114,HG65ZFX,0.2961145449630424
1233,968,2076.42431640625 1305.9530029296875 2743.927734375 1810.48681640625,car,2333.49072265625 1653.6156005859375 2493.947021484375 1703.8099365234375,0.7279713153839111,HG6SZF},0.11760024471865102
1234,968,2075.575439453125 1308.6043701171875 2737.75439453125 1813.147216796875,car,2330.915283203125 1651.795166015625 2495.530029296875 1704.674560546875,0.7819019556045532,AG65ZFX,0.1946120531480236
1235,968,2076.67578125 1314.9173583984375 2736.034912109375 1819.8974609375,car,2331.35302734375 1656.64306640625 2498.178466796875 1710.7210693359375,0.8066955208778381,AG65ZFX,0.36552156420742776
1236,968,2077.41064453125 1320.1434326171875 2738.891357421875 1825.3507080078125,car,2346.12451171875 1661.4581298828125 2498.490478515625 1715.2420654296875,0.8011152744293213,AG65ZFX,0.08844125057447151
1237,968,2076.913818359375 1321.7091064453125 2735.8115234375 1827.7373046875,car,2340.557861328125 1670.4390869140625 2507.16943359375 1721.439453125,0.7132425308227539,AG65ZFX,0.3444810216565677
1238,968,2078.9208984375 1327.859619140625 2744.55517578125 1836.2769775390625,car,2347.027587890625 1681.2762451171875 2503.575439453125 1729.5867919921875,0.613269031047821,VG65ZFX,0.4860763317138119
1239,968,2079.062744140625 1333.400146484375 2758.17529296875 1841.903076171875,car,2350.19970703125 1684.764892578125 2507.72607421875 1734.17919921875,0.7103506326675415,AG65ZFX,0.2885005093805303
1240,968,2080.048828125 1335.5142822265625 2764.146484375 1845.4412841796875,car,2347.291259765625 1684.6883544921875 2508.027099609375 1735.271240234375,0.670621395111084,NG65ZFX,0.33300870931397303
1241,968,2080.08740234375 1340.9149169921875 2764.58837890625 1852.9588623046875,car,2351.103515625 1688.9349365234375 2513.56640625 1742.180908203125,0.6751911640167236,OG65ZFX,0.46067230001855786
1242,968,2081.076416015625 1345.7366943359375 2767.18017578125 1862.3111572265625,car,2349.40966796875 1695.9847412109375 2521.633544921875 1747.9793701171875,0.7379878163337708,IG65ZFX,0.2689319003042013
1243,968,2081.148681640625 1348.0845947265625 2769.849853515625 1866.9580078125,car,2343.473388671875 1697.62060546875 2522.7607421875 1752.1197509765625,0.7711434364318848,NG65ZFXI,0.31728980054194067
1244,968,2081.287353515625 1353.2593994140625 2771.687255859375 1874.237548828125,car,2346.21337890625 1706.35986328125 2522.762939453125 1756.69775390625,0.775809109210968,NG65ZFX,0.3991108406109487
1245,968,2082.272705078125 1354.71142578125 2775.10546875 1877.322509765625,car,2352.56982421875 1708.3824462890625 2526.383056640625 1763.8128662109375,0.8190834522247314,NG6SZFYI,0.2197114394702887
1246,968,2082.96826171875 1358.081787109375 2776.34326171875 1880.5150146484375,car,2360.18603515625 1715.044921875 2528.441162109375 1768.8438720703125,0.8130427002906799,NG65ZFX,0.21790269639928617
1247,968,2083.48974609375 1365.489013671875 2781.756591796875 1887.7939453125,car,2361.737548828125 1723.027587890625 2526.879638671875 1774.25244140625,0.6208375692367554,AG65ZFX,0.21617750786730894
1248,968,2085.3525390625 1373.6002197265625 2783.119384765625 1895.304931640625,car,2359.877197265625 1729.194580078125 2527.06787109375 1782.0615234375,0.7402980327606201,NC65ZFX,0.44788229991164547
1249,968,2085.30517578125 1375.40869140625 2778.03271484375 1899.797119140625,car,2359.565673828125 1729.281005859375 2529.948974609375 1787.930419921875,0.8145549893379211,NG65ZFX,0.598959365877095
1250,968,2087.18701171875 1380.008056640625 2783.78662109375 1906.4410400390625,car,2363.271240234375 1735.8819580078125 2530.645751953125 1792.1707763671875,0.8073267936706543,IG65ZFX,0.45574582517360324
1251,968,2088.918701171875 1385.144775390625 2789.470947265625 1913.9395751953125,car,2361.99560546875 1742.0657958984375 2536.670166015625 1798.7757568359375,0.8045305013656616,1G65ZFXI,0.24258016676312494
1252,968,2088.28662109375 1387.1363525390625 2791.350341796875 1917.4576416015625,car,2357.540283203125 1746.686767578125 2540.77978515625 1801.050048828125,0.7681939005851746,OG65ZFX,0.2656888367074391
1253,968,2088.8662109375 1392.1837158203125 2794.357666015625 1923.8934326171875,car,2363.279052734375 1752.2799072265625 2538.91845703125 1808.0816650390625,0.7987833619117737,NG65ZFX,0.6089022612532555
1254,968,2089.035888671875 1395.0963134765625 2795.95361328125 1929.907958984375,car,2372.031982421875 1756.93798828125 2540.21044921875 1814.0386962890625,0.8310011625289917,G6SZFX,0.815927379160875
1255,968,2089.39990234375 1397.9715576171875 2798.270751953125 1933.2005615234375,car,2375.8935546875 1758.6968994140625 2544.346923828125 1817.8450927734375,0.8309175372123718,IG65ZFX,0.33195750995185935
1256,968,2090.80029296875 1402.2625732421875 2802.6982421875 1941.34326171875,car,2375.64990234375 1771.5267333984375 2547.60595703125 1824.2662353515625,0.6909642815589905,IG65ZFX,0.3688275828270283
1257,968,2092.52490234375 1409.3155517578125 2805.93408203125 1948.2630615234375,car,2370.255126953125 1782.4324951171875 2542.24755859375 1831.8497314453125,0.6913414001464844,IG65ZFX,0.2712968387366522
1258,968,2093.392578125 1412.599365234375 2808.170166015625 1952.5814208984375,car,2375.177001953125 1784.0498046875 2541.95458984375 1836.3948974609375,0.7595897316932678,G65ZFX,0.7706856960093968
1259,968,2093.762451171875 1418.1328125 2810.770263671875 1962.408447265625,car,2374.77197265625 1788.109130859375 2542.365478515625 1842.00732421875,0.7822622656822205,VG65ZFX,0.5871935001784144
1260,968,2093.497314453125 1424.2305908203125 2814.5693359375 1970.9539794921875,car,2375.8662109375 1794.74462890625 2546.96875 1847.888427734375,0.7656013369560242,IG65ZFX,0.1215597311990977
1261,968,2093.280029296875 1426.3714599609375 2816.416259765625 1974.276123046875,car,2377.93310546875 1794.0538330078125 2548.456298828125 1851.0545654296875,0.7919559478759766,LG65ZFY,0.2010966085859344
1262,968,2094.031982421875 1431.781494140625 2819.28515625 1979.284912109375,car,2380.843505859375 1803.76318359375 2548.712890625 1856.93408203125,0.8197833895683289,IG65ZFX,0.4779567455841095
1263,968,2095.549072265625 1439.0771484375 2823.29638671875 1987.220458984375,car,2382.1787109375 1811.3126220703125 2553.0126953125 1866.2376708984375,0.8059797286987305,OG65ZFX,0.6202087970481717
1264,968,2097.000244140625 1441.18603515625 2823.03125 1991.1351318359375,car,2382.453369140625 1815.8543701171875 2565.239501953125 1871.4071044921875,0.7950371503829956,OG65ZFX,0.3868643053270943
1265,968,2098.893310546875 1446.8924560546875 2825.5673828125 1999.0706787109375,car,2374.37109375 1823.3961181640625 2555.785400390625 1876.9932861328125,0.7693334221839905,IC65ZFX,0.5143134151412806
1266,968,2100.25927734375 1452.8167724609375 2830.03173828125 2007.7303466796875,car,2387.564208984375 1832.255126953125 2564.945068359375 1883.8465576171875,0.7571024894714355,IG65ZFY,0.49024587589722124
1267,968,2099.291015625 1455.9144287109375 2829.738525390625 2011.5694580078125,car,2388.98681640625 1832.630126953125 2567.3154296875 1888.517578125,0.7960812449455261,OG65ZFY,0.1413505198060205
1268,968,2099.431884765625 1462.650390625 2834.6748046875 2019.58984375,car,2382.779296875 1840.6904296875 2571.63134765625 1895.6019287109375,0.8006592392921448,1G6SZFYI,0.12841430001752757
1269,968,2100.166259765625 1467.0535888671875 2839.241455078125 2025.6263427734375,car,2385.826171875 1849.1689453125 2571.008056640625 1903.953369140625,0.8041200041770935,OG65ZFX,0.26511531892942464
1270,968,2102.796630859375 1469.8101806640625 2841.7900390625 2029.018310546875,car,2391.74560546875 1854.0201416015625 2574.093017578125 1905.3402099609375,0.7928245067596436,OG65ZFY,0.2752196465184806
1271,968,2103.902099609375 1473.9130859375 2841.548583984375 2036.375732421875,car,2395.214599609375 1859.958984375 2573.75634765625 1914.3145751953125,0.7846072316169739,OG65ZFX,0.40538708236833104
1272,968,2104.23876953125 1479.0347900390625 2843.43408203125 2044.6651611328125,car,2392.591796875 1866.4566650390625 2583.21337890625 1923.3775634765625,0.7154785990715027,OG65ZFX,0.20611705866050622
1273,968,2104.65869140625 1483.495849609375 2848.03857421875 2049.59521484375,car,2399.001220703125 1873.5340576171875 2579.872802734375 1926.2200927734375,0.7790254950523376,MG65ZFX,0.4961857545473312
1274,968,2104.177001953125 1487.7352294921875 2852.79833984375 2057.91796875,car,2403.879150390625 1878.197509765625 2583.183349609375 1931.626220703125,0.8029017448425293,WG65ZFR,0.16743485846619874
1275,968,2106.240234375 1491.732177734375 2859.589599609375 2067.330078125,car,2406.36474609375 1884.9261474609375 2585.470458984375 1939.5732421875,0.8013285994529724,OG65ZFX,0.35226582368523196
1276,968,2107.413330078125 1494.6612548828125 2861.94287109375 2071.689453125,car,2406.59326171875 1888.88232421875 2588.88818359375 1944.677490234375,0.8088513016700745,AG65ZFX,0.13846993465842786
1277,968,2108.060791015625 1501.912353515625 2867.162109375 2079.485595703125,car,2404.85546875 1892.7381591796875 2591.37109375 1952.9014892578125,0.8170288801193237,IG65ZFX,0.19636745093770414
1278,968,2110.750244140625 1509.0689697265625 2870.89111328125 2086.65771484375,car,2405.852783203125 1898.9093017578125 2594.5927734375 1960.7568359375,0.8107873797416687,IG65ZFX,0.636609810077621
1279,968,2110.876220703125 1513.6800537109375 2872.634033203125 2089.98583984375,car,2412.46630859375 1903.5274658203125 2597.47998046875 1964.2899169921875,0.8272961974143982,IG65ZFX,0.7001051387987846
1280,968,2112.253173828125 1519.0533447265625 2875.516845703125 2097.467529296875,car,2418.46875 1921.5791015625 2597.80078125 1975.02685546875,0.7669176459312439,NG65ZFX,0.3862157061729464
1281,968,2113.154541015625 1524.1368408203125 2879.145751953125 2104.789306640625,car,2418.738525390625 1928.3785400390625 2598.8154296875 1982.7930908203125,0.800686776638031,NG65ZFY,0.6467943338264768
1282,968,2114.0751953125 1529.671875 2880.98779296875 2110.091796875,car,2422.102294921875 1928.926513671875 2599.922607421875 1986.7537841796875,0.802834153175354,AG65ZFX,0.18462189170983348
1283,968,2115.59130859375 1536.432861328125 2884.195068359375 2116.973876953125,car,2418.384765625 1933.638427734375 2604.587646484375 1992.1395263671875,0.8113123774528503,IG65ZFX,0.8441123661032928
1284,968,2116.9228515625 1542.9024658203125 2887.982666015625 2123.234375,car,2424.39990234375 1940.6751708984375 2606.322509765625 2000.52978515625,0.8135947585105896,IG65ZFX,0.474371828157644
1285,968,2116.6650390625 1544.889892578125 2890.2626953125 2126.504638671875,car,2424.19873046875 1945.28955078125 2611.0673828125 2005.413330078125,0.8208423256874084,OG65ZFX,0.39466713651876845
1286,968,2117.48046875 1552.2098388671875 2893.944091796875 2133.492431640625,car,2426.0986328125 1952.4107666015625 2613.88427734375 2012.4488525390625,0.8063053488731384,NG65ZFX,0.29363437984226953
1287,968,2119.380615234375 1559.635009765625 2899.133056640625 2139.72705078125,car,2431.692138671875 1964.904541015625 2621.1279296875 2022.9808349609375,0.8268545269966125,NG65ZFX,0.6121926366994697
1288,968,2122.654052734375 1564.1168212890625 2899.883056640625 2143.35205078125,car,2425.3212890625 1967.6396484375 2619.80517578125 2026.1513671875,0.8490197658538818,VG65ZFX,0.3988768543755266
1289,968,2123.3916015625 1570.1329345703125 2904.15771484375 2148.710693359375,car,2429.678955078125 1974.7313232421875 2625.928466796875 2033.2152099609375,0.8387733101844788,IG65ZFX,0.503294379271334
1290,968,2123.93798828125 1574.301025390625 2907.771484375 2152.551025390625,car,2431.457763671875 1981.3941650390625 2627.642822265625 2039.5858154296875,0.8195315003395081,AG65ZFX,0.23722671967334416
1291,968,2123.297607421875 1576.111328125 2910.4677734375 2152.4521484375,car,2431.945556640625 1985.291015625 2631.63232421875 2044.43408203125,0.8133962154388428,VG65ZFX,0.3465116022593164
1292,968,2124.99169921875 1583.296875 2915.26220703125 2153.670166015625,car,2432.66845703125 1994.419921875 2631.6689453125 2054.167236328125,0.8076650500297546,NG65ZFX,0.3751100379819865
1293,968,2127.35595703125 1591.0767822265625 2917.32861328125 2155.218017578125,car,2439.95361328125 1996.824462890625 2636.642578125 2060.68212890625,0.818495512008667,IG65ZFX,0.2952614976786582
1294,968,2129.608642578125 1593.7005615234375 2920.592041015625 2154.19384765625,car,2439.1240234375 2002.576171875 2637.682861328125 2065.236328125,0.8087896704673767,NG65ZFX,0.7870911822970593
1295,968,2129.4951171875 1596.978271484375 2924.031982421875 2154.40234375,car,2443.610595703125 2018.335693359375 2639.986083984375 2073.721435546875,0.7925558686256409,1G65ZFXI,0.15325474307892598
1296,968,2131.620361328125 1605.2890625 2928.943603515625 2155.597412109375,car,2447.869140625 2024.8115234375 2640.37158203125 2083.6923828125,0.8000686168670654,G65ZFX,0.4623554330256575
1297,968,2131.023193359375 1605.6234130859375 2931.125732421875 2153.750244140625,car,2449.399658203125 2028.1666259765625 2642.073486328125 2088.93408203125,0.7957009673118591,NG65ZFX,0.3391879650750367
1298,968,2134.666015625 1613.1510009765625 2933.69287109375 2154.537353515625,car,2449.825439453125 2034.167724609375 2644.41162109375 2098.99658203125,0.8092353343963623,G6SZFX,0.6598575414416891
